,drug1,drug2,cell,synergy,fold,SynClass
13753,MK-4541,MRK-003,PA1,22.73688916,2,1
13754,MK-4541,MRK-003,RKO,11.12158849,2,1
13756,MK-4541,MRK-003,SKMEL30,23.87070524,2,1
13758,MK-4541,MRK-003,SKOV3,20.63290322,2,1
13759,MK-4541,MRK-003,SW620,-4.20304878,2,0
13760,MK-4541,MRK-003,SW837,-0.564810213,2,0
13761,MK-4541,MRK-003,T47D,21.97984344,2,1
13762,MK-4541,MRK-003,UACC62,-4.362399542,2,0
13765,MK-4541,MRK-003,VCAP,10.47922471,2,1
13766,MK-4541,MRK-003,ZR751,-12.08599226,2,0
13767,MK-4541,OXALIPLATIN,A2058,-2.425393861,2,0
13768,MK-4541,OXALIPLATIN,A2780,-16.8155369,2,0
13769,MK-4541,OXALIPLATIN,A375,-20.43932523,2,0
13771,MK-4541,OXALIPLATIN,CAOV3,-8.744787352,2,0
13772,MK-4541,OXALIPLATIN,COLO320DM,15.42169875,2,1
13773,MK-4541,OXALIPLATIN,DLD1,-3.247872748,2,0
13775,MK-4541,OXALIPLATIN,ES2,-14.25233293,2,0
13777,MK-4541,OXALIPLATIN,HT144,-17.9582803,2,0
13779,MK-4541,OXALIPLATIN,KPL1,16.73307254,2,1
13780,MK-4541,OXALIPLATIN,LNCAP,16.32781035,2,1
13781,MK-4541,OXALIPLATIN,LOVO,-19.74773562,2,0
13782,MK-4541,OXALIPLATIN,MDAMB436,-12.53936222,2,0
13783,MK-4541,OXALIPLATIN,MSTO,-7.021868963,2,0
13784,MK-4541,OXALIPLATIN,NCIH1650,-0.727763844,2,0
13786,MK-4541,OXALIPLATIN,NCIH23,-21.86630034,2,0
13787,MK-4541,OXALIPLATIN,NCIH460,-24.92284761,2,0
13788,MK-4541,OXALIPLATIN,NCIH520,-4.014635526,2,0
13789,MK-4541,OXALIPLATIN,OCUBM,23.20015202,2,1
13790,MK-4541,OXALIPLATIN,OV90,-24.0421876,2,0
13791,MK-4541,OXALIPLATIN,OVCAR3,-0.096947308,2,0
13792,MK-4541,OXALIPLATIN,PA1,-25.37859088,2,0
13793,MK-4541,OXALIPLATIN,RKO,-5.681230827,2,0
13794,MK-4541,OXALIPLATIN,RPMI7951,-27.45304846,2,0
13796,MK-4541,OXALIPLATIN,SKMES1,-5.666511732,2,0
13801,MK-4541,OXALIPLATIN,UACC62,-24.36535474,2,0
13804,MK-4541,OXALIPLATIN,VCAP,25.71410243,2,1
13806,MK-4541,PACLITAXEL,A2058,-11.78576068,3,0
13807,MK-4541,PACLITAXEL,A2780,-3.988615222,3,0
13808,MK-4541,PACLITAXEL,A375,37.22125826,3,1
13809,MK-4541,PACLITAXEL,A427,-1.138447132,3,0
13810,MK-4541,PACLITAXEL,CAOV3,-1.831483153,3,0
13811,MK-4541,PACLITAXEL,COLO320DM,25.19030198,3,1
13812,MK-4541,PACLITAXEL,DLD1,11.43372806,3,1
13813,MK-4541,PACLITAXEL,EFM192B,16.42751439,3,1
13814,MK-4541,PACLITAXEL,ES2,39.92994577,3,1
13815,MK-4541,PACLITAXEL,HCT116,-8.079837971,3,0
13816,MK-4541,PACLITAXEL,HT144,22.4186759,3,1
13817,MK-4541,PACLITAXEL,HT29,10.99216324,3,1
13818,MK-4541,PACLITAXEL,KPL1,10.07305883,3,1
13819,MK-4541,PACLITAXEL,LNCAP,-8.72104233,3,0
13824,MK-4541,PACLITAXEL,NCIH2122,-15.54260375,3,0
13825,MK-4541,PACLITAXEL,NCIH23,-2.547857555,3,0
13826,MK-4541,PACLITAXEL,NCIH460,30.74831332,3,1
13830,MK-4541,PACLITAXEL,OVCAR3,-4.230089164,3,0
13832,MK-4541,PACLITAXEL,RKO,11.22297178,3,1
13834,MK-4541,PACLITAXEL,SKMEL30,19.71164847,3,1
13835,MK-4541,PACLITAXEL,SKMES1,18.51832962,3,1
13840,MK-4541,PACLITAXEL,UACC62,-3.347847605,3,0
13841,MK-4541,PACLITAXEL,UWB1289,-15.68483261,3,0
13842,MK-4541,PACLITAXEL,UWB1289BRCA1,11.98307718,3,1
13843,MK-4541,PACLITAXEL,VCAP,39.85968008,3,1
13844,MK-4541,PACLITAXEL,ZR751,-11.79778565,3,0
13846,MK-4541,PD325901,A2780,22.15951253,0,1
13848,MK-4541,PD325901,A427,12.32552498,0,1
13849,MK-4541,PD325901,CAOV3,48.73145904,0,1
13850,MK-4541,PD325901,COLO320DM,11.94672482,0,1
13851,MK-4541,PD325901,DLD1,10.82928522,0,1
13852,MK-4541,PD325901,EFM192B,-1.43152494,0,0
13854,MK-4541,PD325901,HCT116,-3.752902898,0,0
13855,MK-4541,PD325901,HT144,-0.366034001,0,0
13857,MK-4541,PD325901,KPL1,23.47518442,0,1
13858,MK-4541,PD325901,LNCAP,49.12093858,0,1
13859,MK-4541,PD325901,LOVO,-2.294369107,0,0
13860,MK-4541,PD325901,MDAMB436,-1.1904488,0,0
13861,MK-4541,PD325901,MSTO,-18.22695392,0,0
13862,MK-4541,PD325901,NCIH1650,-3.323477921,0,0
13864,MK-4541,PD325901,NCIH23,-15.30336986,0,0
13867,MK-4541,PD325901,OCUBM,31.62224419,0,1
13868,MK-4541,PD325901,OV90,-10.32708744,0,0
13869,MK-4541,PD325901,OVCAR3,29.13589991,0,1
13870,MK-4541,PD325901,PA1,31.90313553,0,1
13872,MK-4541,PD325901,RPMI7951,-14.48418103,0,0
13877,MK-4541,PD325901,SW837,-3.262984777,0,0
13878,MK-4541,PD325901,T47D,29.47471593,0,1
13879,MK-4541,PD325901,UACC62,-7.986508657,0,0
13880,MK-4541,PD325901,UWB1289,21.44039331,0,1
13881,MK-4541,PD325901,UWB1289BRCA1,-21.4780286,0,0
13882,MK-4541,PD325901,VCAP,28.38913282,0,1
13884,MK-4541,SN-38,A2058,13.13962856,1,1
13885,MK-4541,SN-38,A2780,10.75961879,1,1
13886,MK-4541,SN-38,A375,10.51952088,1,1
13888,MK-4541,SN-38,CAOV3,-13.30267374,1,0
13889,MK-4541,SN-38,COLO320DM,-10.35150146,1,0
13890,MK-4541,SN-38,DLD1,-4.375059464,1,0
13891,MK-4541,SN-38,EFM192B,-8.409555926,1,0
13892,MK-4541,SN-38,ES2,-6.947626271,1,0
13893,MK-4541,SN-38,HCT116,-4.434407991,1,0
13894,MK-4541,SN-38,HT144,-4.926631131,1,0
13896,MK-4541,SN-38,KPL1,19.22133586,1,1
13898,MK-4541,SN-38,LOVO,-22.55975815,1,0
13899,MK-4541,SN-38,MDAMB436,-3.310103497,1,0
13900,MK-4541,SN-38,MSTO,20.2800693,1,1
13901,MK-4541,SN-38,NCIH1650,-14.41569713,1,0
13903,MK-4541,SN-38,NCIH23,-4.538005239,1,0
13904,MK-4541,SN-38,NCIH460,-1.822775842,1,0
13905,MK-4541,SN-38,NCIH520,-0.422034642,1,0
13906,MK-4541,SN-38,OCUBM,18.01448201,1,1
13907,MK-4541,SN-38,OV90,-9.961950247,1,0
13908,MK-4541,SN-38,OVCAR3,12.59822332,1,1
13913,MK-4541,SN-38,SKMES1,-0.098812773,1,0
13915,MK-4541,SN-38,SW620,-1.307077557,1,0
13916,MK-4541,SN-38,SW837,-19.45240073,1,0
13917,MK-4541,SN-38,T47D,-14.14591222,1,0
13918,MK-4541,SN-38,UACC62,-2.626674551,1,0
13920,MK-4541,SN-38,UWB1289BRCA1,11.10619355,1,1
13921,MK-4541,SN-38,VCAP,28.41869668,1,1
13922,MK-4541,SN-38,ZR751,-4.790868621,1,0
13923,MK-4541,SORAFENIB,A2058,10.23159019,0,1
13925,MK-4541,SORAFENIB,A375,13.67264231,0,1
13927,MK-4541,SORAFENIB,CAOV3,-0.22068293,0,0
13929,MK-4541,SORAFENIB,DLD1,17.75673063,0,1
13932,MK-4541,SORAFENIB,HCT116,10.10406518,0,1
13937,MK-4541,SORAFENIB,LOVO,-5.475117065,0,0
13938,MK-4541,SORAFENIB,MDAMB436,-0.820016601,0,0
13939,MK-4541,SORAFENIB,MSTO,-7.739490222,0,0
13943,MK-4541,SORAFENIB,NCIH460,13.88584235,0,1
13944,MK-4541,SORAFENIB,NCIH520,15.55973923,0,1
13945,MK-4541,SORAFENIB,OCUBM,11.68474556,0,1
13947,MK-4541,SORAFENIB,OVCAR3,-23.70782935,0,0
13948,MK-4541,SORAFENIB,PA1,15.33857129,0,1
13952,MK-4541,SORAFENIB,SKMES1,12.18470888,0,1
13953,MK-4541,SORAFENIB,SKOV3,22.30814886,0,1
13956,MK-4541,SORAFENIB,T47D,16.7199326,0,1
13961,MK-4541,SORAFENIB,ZR751,-28.64290107,0,0
13964,MK-4541,SUNITINIB,A375,12.6808181,4,1
13967,MK-4541,SUNITINIB,COLO320DM,12.8548493,4,1
13969,MK-4541,SUNITINIB,EFM192B,-4.757422884,4,0
13970,MK-4541,SUNITINIB,ES2,13.45855296,4,1
13973,MK-4541,SUNITINIB,HT29,13.83261579,4,1
13974,MK-4541,SUNITINIB,KPL1,16.5208954,4,1
13975,MK-4541,SUNITINIB,LNCAP,-1.315709623,4,0
13979,MK-4541,SUNITINIB,NCIH1650,-6.919208946,4,0
13983,MK-4541,SUNITINIB,NCIH520,16.46539688,4,1
13984,MK-4541,SUNITINIB,OCUBM,12.76136127,4,1
13989,MK-4541,SUNITINIB,RPMI7951,-4.337526859,4,0
13994,MK-4541,SUNITINIB,SW837,-17.64643235,4,0
13995,MK-4541,SUNITINIB,T47D,40.42639192,4,1
13996,MK-4541,SUNITINIB,UACC62,18.93233605,4,1
13997,MK-4541,SUNITINIB,UWB1289,38.55098932,4,1
13999,MK-4541,SUNITINIB,VCAP,16.85587814,4,1
14002,MK-4541,TEMOZOLOMIDE,A2780,-9.20450495,0,0
14003,MK-4541,TEMOZOLOMIDE,A375,-8.790643119,0,0
14004,MK-4541,TEMOZOLOMIDE,A427,-4.372360538,0,0
14005,MK-4541,TEMOZOLOMIDE,CAOV3,-76.24592241,0,0
14007,MK-4541,TEMOZOLOMIDE,DLD1,-11.7547722,0,0
14008,MK-4541,TEMOZOLOMIDE,EFM192B,-29.40136524,0,0
14009,MK-4541,TEMOZOLOMIDE,ES2,-5.450481229,0,0
14010,MK-4541,TEMOZOLOMIDE,HCT116,-13.0870727,0,0
14011,MK-4541,TEMOZOLOMIDE,HT144,-38.14640254,0,0
14012,MK-4541,TEMOZOLOMIDE,HT29,-1.863726811,0,0
14013,MK-4541,TEMOZOLOMIDE,KPL1,-12.13544383,0,0
14015,MK-4541,TEMOZOLOMIDE,LOVO,-25.83721348,0,0
14017,MK-4541,TEMOZOLOMIDE,MSTO,-52.30395806,0,0
14018,MK-4541,TEMOZOLOMIDE,NCIH1650,-31.78925685,0,0
14019,MK-4541,TEMOZOLOMIDE,NCIH2122,-9.382785833,0,0
14020,MK-4541,TEMOZOLOMIDE,NCIH23,-15.42192659,0,0
14021,MK-4541,TEMOZOLOMIDE,NCIH460,-11.95171647,0,0
14022,MK-4541,TEMOZOLOMIDE,NCIH520,-5.413539765,0,0
14023,MK-4541,TEMOZOLOMIDE,OCUBM,-30.05125596,0,0
14024,MK-4541,TEMOZOLOMIDE,OV90,-11.80664104,0,0
14025,MK-4541,TEMOZOLOMIDE,OVCAR3,-39.92452914,0,0
14026,MK-4541,TEMOZOLOMIDE,PA1,-4.830420727,0,0
14028,MK-4541,TEMOZOLOMIDE,RPMI7951,-2.616085102,0,0
14029,MK-4541,TEMOZOLOMIDE,SKMEL30,15.47944126,0,1
14030,MK-4541,TEMOZOLOMIDE,SKMES1,-7.940254375,0,0
14031,MK-4541,TEMOZOLOMIDE,SKOV3,-18.15850524,0,0
14033,MK-4541,TEMOZOLOMIDE,SW837,-28.68353523,0,0
14034,MK-4541,TEMOZOLOMIDE,T47D,-106.2566397,0,0
14035,MK-4541,TEMOZOLOMIDE,UACC62,-3.683832583,0,0
14036,MK-4541,TEMOZOLOMIDE,UWB1289,-17.724308,0,0
14037,MK-4541,TEMOZOLOMIDE,UWB1289BRCA1,13.71876562,0,1
14039,MK-4541,TEMOZOLOMIDE,ZR751,-102.1366254,0,0
14041,MK-4541,TOPOTECAN,A2780,10.78568226,3,1
14042,MK-4541,TOPOTECAN,A375,-0.567608031,3,0
14043,MK-4541,TOPOTECAN,A427,14.68947309,3,1
14044,MK-4541,TOPOTECAN,CAOV3,12.48183579,3,1
14046,MK-4541,TOPOTECAN,DLD1,13.18073098,3,1
14050,MK-4541,TOPOTECAN,HT144,-4.367384902,3,0
14051,MK-4541,TOPOTECAN,HT29,13.9511363,3,1
14052,MK-4541,TOPOTECAN,KPL1,20.53731061,3,1
14053,MK-4541,TOPOTECAN,LNCAP,-141.5350423,3,0
14055,MK-4541,TOPOTECAN,MDAMB436,12.23183661,3,1
14058,MK-4541,TOPOTECAN,NCIH2122,16.3178085,3,1
14059,MK-4541,TOPOTECAN,NCIH23,11.58150418,3,1
14060,MK-4541,TOPOTECAN,NCIH460,-10.32833641,3,0
14061,MK-4541,TOPOTECAN,NCIH520,11.93836917,3,1
14062,MK-4541,TOPOTECAN,OCUBM,-2.67818762,3,0
14064,MK-4541,TOPOTECAN,OVCAR3,12.02007679,3,1
14065,MK-4541,TOPOTECAN,PA1,-6.261293484,3,0
14071,MK-4541,TOPOTECAN,SW620,19.83204511,3,1
14073,MK-4541,TOPOTECAN,T47D,16.27055418,3,1
14076,MK-4541,TOPOTECAN,UWB1289BRCA1,24.72077362,3,1
14077,MK-4541,TOPOTECAN,VCAP,54.93715218,3,1
14078,MK-4541,TOPOTECAN,ZR751,15.64767859,3,1
14079,MK-4541,VINBLASTINE,A2058,33.85344713,1,1
14080,MK-4541,VINBLASTINE,A2780,-15.67595423,1,0
14081,MK-4541,VINBLASTINE,A375,-18.74375604,1,0
14082,MK-4541,VINBLASTINE,A427,-35.00450486,1,0
14083,MK-4541,VINBLASTINE,CAOV3,-61.97072364,1,0
14084,MK-4541,VINBLASTINE,COLO320DM,-1.677279738,1,0
14085,MK-4541,VINBLASTINE,DLD1,-3.354351345,1,0
14087,MK-4541,VINBLASTINE,ES2,-5.338554525,1,0
14088,MK-4541,VINBLASTINE,HCT116,-26.4678392,1,0
14089,MK-4541,VINBLASTINE,HT144,-7.238562934,1,0
14090,MK-4541,VINBLASTINE,HT29,-4.846277078,1,0
14091,MK-4541,VINBLASTINE,KPL1,41.91425433,1,1
14092,MK-4541,VINBLASTINE,LNCAP,-9.952796566,1,0
14093,MK-4541,VINBLASTINE,LOVO,-8.207478608,1,0
14094,MK-4541,VINBLASTINE,MDAMB436,-24.58798415,1,0
14095,MK-4541,VINBLASTINE,MSTO,-34.85469642,1,0
14096,MK-4541,VINBLASTINE,NCIH1650,-16.65592701,1,0
14097,MK-4541,VINBLASTINE,NCIH2122,-14.73960046,1,0
14098,MK-4541,VINBLASTINE,NCIH23,-36.76465236,1,0
14099,MK-4541,VINBLASTINE,NCIH460,-11.0591356,1,0
14100,MK-4541,VINBLASTINE,NCIH520,-21.04863761,1,0
14101,MK-4541,VINBLASTINE,OCUBM,23.38073901,1,1
14102,MK-4541,VINBLASTINE,OV90,-20.6522219,1,0
14103,MK-4541,VINBLASTINE,OVCAR3,-29.93947615,1,0
14104,MK-4541,VINBLASTINE,PA1,-15.32442673,1,0
14106,MK-4541,VINBLASTINE,RPMI7951,-18.49715303,1,0
14107,MK-4541,VINBLASTINE,SKMEL30,-4.497508222,1,0
14108,MK-4541,VINBLASTINE,SKMES1,-10.54323827,1,0
14110,MK-4541,VINBLASTINE,SW620,-0.79096829,1,0
14111,MK-4541,VINBLASTINE,SW837,-2.401971578,1,0
14112,MK-4541,VINBLASTINE,T47D,-34.7084705,1,0
14113,MK-4541,VINBLASTINE,UACC62,-13.06306657,1,0
14114,MK-4541,VINBLASTINE,UWB1289,-12.41285437,1,0
14115,MK-4541,VINBLASTINE,UWB1289BRCA1,-0.878665519,1,0
14116,MK-4541,VINBLASTINE,VCAP,18.27776056,1,1
14117,MK-4541,VINBLASTINE,ZR751,-31.69281871,1,0
14118,MK-4541,VINORELBINE,A2058,-18.8844755,4,0
14119,MK-4541,VINORELBINE,A2780,-11.09076282,4,0
14121,MK-4541,VINORELBINE,A427,-30.87460459,4,0
14122,MK-4541,VINORELBINE,CAOV3,-49.62158208,4,0
14125,MK-4541,VINORELBINE,EFM192B,-13.2703892,4,0
14126,MK-4541,VINORELBINE,ES2,11.12774049,4,1
14127,MK-4541,VINORELBINE,HCT116,-22.02198169,4,0
14128,MK-4541,VINORELBINE,HT144,-14.05754324,4,0
14129,MK-4541,VINORELBINE,HT29,-18.37192803,4,0
14130,MK-4541,VINORELBINE,KPL1,-2.498879051,4,0
14132,MK-4541,VINORELBINE,LOVO,-0.188559385,4,0
14134,MK-4541,VINORELBINE,MSTO,-31.26805768,4,0
14136,MK-4541,VINORELBINE,NCIH2122,-19.48779066,4,0
14137,MK-4541,VINORELBINE,NCIH23,-10.07199231,4,0
14139,MK-4541,VINORELBINE,NCIH520,-2.340506411,4,0
14140,MK-4541,VINORELBINE,OCUBM,-4.512732152,4,0
14141,MK-4541,VINORELBINE,OV90,23.6914835,4,1
14142,MK-4541,VINORELBINE,OVCAR3,-34.51792151,4,0
14143,MK-4541,VINORELBINE,PA1,-16.69382983,4,0
14144,MK-4541,VINORELBINE,RKO,-11.04263592,4,0
14145,MK-4541,VINORELBINE,RPMI7951,-15.3226363,4,0
14149,MK-4541,VINORELBINE,SW620,-2.559811355,4,0
14150,MK-4541,VINORELBINE,SW837,-15.26961977,4,0
14151,MK-4541,VINORELBINE,T47D,-9.730919343,4,0
14152,MK-4541,VINORELBINE,UACC62,-16.30389212,4,0
14153,MK-4541,VINORELBINE,UWB1289,-9.578621425,4,0
14154,MK-4541,VINORELBINE,UWB1289BRCA1,-12.86138348,4,0
14155,MK-4541,VINORELBINE,VCAP,-5.069764461,4,0
14156,MK-4541,VINORELBINE,ZR751,-29.20033682,4,0
14157,MK-4541,ZOLINZA,A2058,-3.004405981,1,0
14158,MK-4541,ZOLINZA,A2780,15.93659914,1,1
14159,MK-4541,ZOLINZA,A375,-0.726728037,1,0
14160,MK-4541,ZOLINZA,A427,-16.52897251,1,0
14161,MK-4541,ZOLINZA,CAOV3,31.67795731,1,1
14162,MK-4541,ZOLINZA,COLO320DM,-87.10151706,1,0
14164,MK-4541,ZOLINZA,EFM192B,34.2437533,1,1
14165,MK-4541,ZOLINZA,ES2,-6.751959017,1,0
14166,MK-4541,ZOLINZA,HCT116,12.48204217,1,1
14168,MK-4541,ZOLINZA,HT29,21.73942206,1,1
14169,MK-4541,ZOLINZA,KPL1,14.05112385,1,1
14170,MK-4541,ZOLINZA,LNCAP,-49.74103375,1,0
14171,MK-4541,ZOLINZA,LOVO,10.41355856,1,1
14173,MK-4541,ZOLINZA,MSTO,-92.62813758,1,0
14174,MK-4541,ZOLINZA,NCIH1650,17.79573583,1,1
14175,MK-4541,ZOLINZA,NCIH2122,22.52459614,1,1
14176,MK-4541,ZOLINZA,NCIH23,-5.485544842,1,0
14179,MK-4541,ZOLINZA,OCUBM,-12.25059565,1,0
14180,MK-4541,ZOLINZA,OV90,-5.715239319,1,0
14181,MK-4541,ZOLINZA,OVCAR3,36.56315737,1,1
14182,MK-4541,ZOLINZA,PA1,21.52740837,1,1
14183,MK-4541,ZOLINZA,RKO,21.8718258,1,1
14185,MK-4541,ZOLINZA,SKMEL30,16.61006099,1,1
14187,MK-4541,ZOLINZA,SKOV3,29.71242973,1,1
14189,MK-4541,ZOLINZA,SW837,23.4437746,1,1
14190,MK-4541,ZOLINZA,T47D,28.38441741,1,1
14192,MK-4541,ZOLINZA,UWB1289,18.69075227,1,1
14194,MK-4541,ZOLINZA,VCAP,38.09223417,1,1
14195,MK-4541,ZOLINZA,ZR751,-27.19938225,1,0
14196,MK-4827,ABT-888,A2058,-21.70958503,4,0
14197,MK-4827,ABT-888,A2780,-15.06682657,4,0
14198,MK-4827,ABT-888,A375,-20.25680346,4,0
14199,MK-4827,ABT-888,A427,-9.721448898,4,0
14200,MK-4827,ABT-888,CAOV3,-44.05137957,4,0
14202,MK-4827,ABT-888,DLD1,-1.507111972,4,0
14203,MK-4827,ABT-888,EFM192B,-10.42305878,4,0
14204,MK-4827,ABT-888,ES2,-6.552240007,4,0
14205,MK-4827,ABT-888,HCT116,-2.968479833,4,0
14206,MK-4827,ABT-888,HT144,-27.39012608,4,0
14208,MK-4827,ABT-888,KPL1,-2.919967535,4,0
14209,MK-4827,ABT-888,LNCAP,-50.21620144,4,0
14210,MK-4827,ABT-888,LOVO,-10.49160317,4,0
14211,MK-4827,ABT-888,MDAMB436,-3.415619053,4,0
14212,MK-4827,ABT-888,MSTO,-10.98094925,4,0
14213,MK-4827,ABT-888,NCIH1650,-15.65087664,4,0
14214,MK-4827,ABT-888,NCIH2122,-3.193496465,4,0
14215,MK-4827,ABT-888,NCIH23,-8.993707413,4,0
14216,MK-4827,ABT-888,NCIH460,-13.33376737,4,0
14217,MK-4827,ABT-888,NCIH520,-8.596830872,4,0
14218,MK-4827,ABT-888,OCUBM,10.91474979,4,1
14220,MK-4827,ABT-888,OVCAR3,10.02542477,4,1
14221,MK-4827,ABT-888,PA1,-0.29372278,4,0
14222,MK-4827,ABT-888,RKO,-6.944775833,4,0
14223,MK-4827,ABT-888,RPMI7951,-2.146500877,4,0
14224,MK-4827,ABT-888,SKMEL30,-3.059967541,4,0
14225,MK-4827,ABT-888,SKMES1,-6.99801904,4,0
14227,MK-4827,ABT-888,SW620,-4.818807467,4,0
14228,MK-4827,ABT-888,SW837,-60.44111464,4,0
14229,MK-4827,ABT-888,T47D,-0.198489483,4,0
14230,MK-4827,ABT-888,UACC62,-14.40390946,4,0
14231,MK-4827,ABT-888,UWB1289,10.0340853,4,1
14233,MK-4827,ABT-888,VCAP,-3.481466676,4,0
14234,MK-4827,ABT-888,ZR751,-18.81288319,4,0
14236,MK-4827,BEZ-235,A2780,10.71321489,0,1
14237,MK-4827,BEZ-235,A375,45.06314429,0,1
14238,MK-4827,BEZ-235,A427,16.19111752,0,1
14239,MK-4827,BEZ-235,CAOV3,-2.520259996,0,0
14240,MK-4827,BEZ-235,COLO320DM,17.26635175,0,1
14241,MK-4827,BEZ-235,DLD1,11.82345907,0,1
14244,MK-4827,BEZ-235,HCT116,13.69707511,0,1
14245,MK-4827,BEZ-235,HT144,22.51423297,0,1
14246,MK-4827,BEZ-235,HT29,19.62707524,0,1
14247,MK-4827,BEZ-235,KPL1,17.75993876,0,1
14248,MK-4827,BEZ-235,LNCAP,67.3045457,0,1
14249,MK-4827,BEZ-235,LOVO,13.13126967,0,1
14250,MK-4827,BEZ-235,MDAMB436,22.99900699,0,1
14251,MK-4827,BEZ-235,MSTO,13.11923247,0,1
14253,MK-4827,BEZ-235,NCIH2122,14.89365631,0,1
14254,MK-4827,BEZ-235,NCIH23,-4.527918302,0,0
14255,MK-4827,BEZ-235,NCIH460,31.66413676,0,1
14256,MK-4827,BEZ-235,NCIH520,13.26673616,0,1
14257,MK-4827,BEZ-235,OCUBM,11.14423444,0,1
14258,MK-4827,BEZ-235,OV90,10.68192711,0,1
14259,MK-4827,BEZ-235,OVCAR3,18.88990476,0,1
14261,MK-4827,BEZ-235,RKO,13.93738286,0,1
14262,MK-4827,BEZ-235,RPMI7951,17.48689581,0,1
14263,MK-4827,BEZ-235,SKMEL30,25.03969819,0,1
14264,MK-4827,BEZ-235,SKMES1,16.10967114,0,1
14267,MK-4827,BEZ-235,SW837,11.03332263,0,1
14268,MK-4827,BEZ-235,T47D,110.1087282,0,1
14269,MK-4827,BEZ-235,UACC62,17.19193478,0,1
14270,MK-4827,BEZ-235,UWB1289,12.66717382,0,1
14271,MK-4827,BEZ-235,UWB1289BRCA1,22.85358731,0,1
14272,MK-4827,BEZ-235,VCAP,21.14351696,0,1
14273,MK-4827,BEZ-235,ZR751,13.61621493,0,1
14275,MK-4827,BORTEZOMIB,A2780,-10.3967464,1,0
14276,MK-4827,BORTEZOMIB,A375,-22.39011546,1,0
14277,MK-4827,BORTEZOMIB,A427,-8.639953364,1,0
14278,MK-4827,BORTEZOMIB,CAOV3,-21.75172342,1,0
14279,MK-4827,BORTEZOMIB,COLO320DM,-15.15826099,1,0
14280,MK-4827,BORTEZOMIB,DLD1,12.63609942,1,1
14282,MK-4827,BORTEZOMIB,ES2,-19.95916294,1,0
14284,MK-4827,BORTEZOMIB,HT144,-153.9406707,1,0
14285,MK-4827,BORTEZOMIB,HT29,-17.70952785,1,0
14287,MK-4827,BORTEZOMIB,LNCAP,-151.2309129,1,0
14289,MK-4827,BORTEZOMIB,MDAMB436,11.38801385,1,1
14290,MK-4827,BORTEZOMIB,MSTO,36.17946125,1,1
14291,MK-4827,BORTEZOMIB,NCIH1650,-20.68081601,1,0
14292,MK-4827,BORTEZOMIB,NCIH2122,21.45523131,1,1
14293,MK-4827,BORTEZOMIB,NCIH23,-4.951219182,1,0
14294,MK-4827,BORTEZOMIB,NCIH460,14.5480178,1,1
14295,MK-4827,BORTEZOMIB,NCIH520,-32.43348826,1,0
14297,MK-4827,BORTEZOMIB,OV90,-4.576218374,1,0
14298,MK-4827,BORTEZOMIB,OVCAR3,12.63205283,1,1
14299,MK-4827,BORTEZOMIB,PA1,-13.10386888,1,0
14301,MK-4827,BORTEZOMIB,RPMI7951,-12.09441404,1,0
14302,MK-4827,BORTEZOMIB,SKMEL30,-1.857247564,1,0
14303,MK-4827,BORTEZOMIB,SKMES1,-13.01422677,1,0
14306,MK-4827,BORTEZOMIB,SW837,-154.4375722,1,0
14307,MK-4827,BORTEZOMIB,T47D,-11.2295534,1,0
14308,MK-4827,BORTEZOMIB,UACC62,-3.583516463,1,0
14311,MK-4827,BORTEZOMIB,VCAP,-8.953781546,1,0
14313,MK-4827,DASATINIB,A2058,15.12105354,2,1
14314,MK-4827,DASATINIB,A2780,65.13695999,2,1
14315,MK-4827,DASATINIB,A375,31.83880147,2,1
14316,MK-4827,DASATINIB,A427,20.33774842,2,1
14318,MK-4827,DASATINIB,COLO320DM,15.45992755,2,1
14320,MK-4827,DASATINIB,EFM192B,33.78313972,2,1
14321,MK-4827,DASATINIB,ES2,-4.520860306,2,0
14322,MK-4827,DASATINIB,HCT116,-4.725566271,2,0
14323,MK-4827,DASATINIB,HT144,-38.13791476,2,0
14324,MK-4827,DASATINIB,HT29,26.43307598,2,1
14325,MK-4827,DASATINIB,KPL1,15.12493264,2,1
14326,MK-4827,DASATINIB,LNCAP,23.45734726,2,1
14327,MK-4827,DASATINIB,LOVO,34.29853174,2,1
14328,MK-4827,DASATINIB,MDAMB436,28.89680491,2,1
14329,MK-4827,DASATINIB,MSTO,90.80406156,2,1
14330,MK-4827,DASATINIB,NCIH1650,30.81865626,2,1
14331,MK-4827,DASATINIB,NCIH2122,-48.85307597,2,0
14332,MK-4827,DASATINIB,NCIH23,11.33847901,2,1
14333,MK-4827,DASATINIB,NCIH460,10.86882882,2,1
14334,MK-4827,DASATINIB,NCIH520,55.17163732,2,1
14335,MK-4827,DASATINIB,OCUBM,-8.176941601,2,0
14336,MK-4827,DASATINIB,OV90,-5.875722896,2,0
14337,MK-4827,DASATINIB,OVCAR3,77.7320836,2,1
14338,MK-4827,DASATINIB,PA1,26.55782836,2,1
14339,MK-4827,DASATINIB,RKO,23.7353556,2,1
14340,MK-4827,DASATINIB,RPMI7951,17.57329806,2,1
14341,MK-4827,DASATINIB,SKMEL30,-23.27005194,2,0
14343,MK-4827,DASATINIB,SKOV3,-5.519415336,2,0
14344,MK-4827,DASATINIB,SW620,37.05633783,2,1
14345,MK-4827,DASATINIB,SW837,19.00862685,2,1
14346,MK-4827,DASATINIB,T47D,-15.38395731,2,0
14348,MK-4827,DASATINIB,UWB1289,10.35994576,2,1
