,drug1,drug2,cell,score,label,SynClass
6476,MK-2206,BEZ-235,NCIH460,36.48709841,1,1
6477,MK-2206,BEZ-235,NCIH520,22.74961749,1,1
6478,MK-2206,BEZ-235,OV90,49.51245263,1,1
6479,MK-2206,BEZ-235,RKO,32.23580867,1,1
6480,MK-2206,BEZ-235,RPMI7951,42.49059696,1,1
6481,MK-2206,BEZ-235,SKMEL30,55.44346212,1,1
6482,MK-2206,BEZ-235,SKMES1,34.64222861,1,1
6483,MK-2206,BEZ-235,SKOV3,41.00705113,1,1
6484,MK-2206,BEZ-235,SW620,39.25782587,1,1
6485,MK-2206,BEZ-235,SW837,42.21856907,1,1
6486,MK-2206,BEZ-235,T47D,84.54414889,1,1
6487,MK-2206,BEZ-235,UACC62,33.30443585,1,1
6488,MK-2206,BEZ-235,VCAP,38.0703329,1,1
6489,MK-2206,BEZ-235,ZR751,36.75358024,1,1
6491,MK-2206,BORTEZOMIB,A2780,21.57883973,1,1
6492,MK-2206,BORTEZOMIB,A375,27.35312461,1,1
6496,MK-2206,BORTEZOMIB,HT29,-24.83132752,0,0
6497,MK-2206,BORTEZOMIB,KPL1,21.84089458,1,1
6498,MK-2206,BORTEZOMIB,MDAMB436,-16.37034622,0,0
6499,MK-2206,BORTEZOMIB,MSTO,64.83379718,1,1
6500,MK-2206,BORTEZOMIB,NCIH1650,-18.08187321,0,0
6503,MK-2206,BORTEZOMIB,NCIH520,-32.57259499,0,0
6504,MK-2206,BORTEZOMIB,OV90,-21.56278244,0,0
6506,MK-2206,BORTEZOMIB,RPMI7951,-16.10889897,0,0
6508,MK-2206,BORTEZOMIB,SKMES1,-12.31546068,0,0
6510,MK-2206,BORTEZOMIB,T47D,-10.6691753,0,0
6511,MK-2206,BORTEZOMIB,UACC62,-17.88266052,0,0
6512,MK-2206,BORTEZOMIB,VCAP,-13.71988607,0,0
6513,MK-2206,BORTEZOMIB,ZR751,-11.98836512,0,0
6514,MK-2206,DASATINIB,A2058,89.36773897,1,1
6515,MK-2206,DASATINIB,A2780,112.0310331,1,1
6516,MK-2206,DASATINIB,A375,74.12786525,1,1
6517,MK-2206,DASATINIB,A427,32.03986248,1,1
6518,MK-2206,DASATINIB,CAOV3,22.2114998,1,1
6520,MK-2206,DASATINIB,HCT116,41.31261768,1,1
6521,MK-2206,DASATINIB,HT144,20.48160674,1,1
6522,MK-2206,DASATINIB,HT29,92.67634771,1,1
6523,MK-2206,DASATINIB,KPL1,27.99785987,1,1
6524,MK-2206,DASATINIB,LNCAP,34.47084272,1,1
6525,MK-2206,DASATINIB,LOVO,58.9528984,1,1
6526,MK-2206,DASATINIB,MDAMB436,46.42935527,1,1
6527,MK-2206,DASATINIB,MSTO,88.33317664,1,1
6528,MK-2206,DASATINIB,NCIH1650,79.33795464,1,1
6529,MK-2206,DASATINIB,NCIH2122,62.33808977,1,1
6530,MK-2206,DASATINIB,NCIH23,38.73707855,1,1
6531,MK-2206,DASATINIB,NCIH460,52.99748664,1,1
6532,MK-2206,DASATINIB,NCIH520,60.18384285,1,1
6533,MK-2206,DASATINIB,OV90,58.60538753,1,1
6534,MK-2206,DASATINIB,RKO,80.05392223,1,1
6535,MK-2206,DASATINIB,RPMI7951,24.38109623,1,1
6537,MK-2206,DASATINIB,SKMES1,40.56600647,1,1
6538,MK-2206,DASATINIB,SKOV3,33.25620059,1,1
6539,MK-2206,DASATINIB,SW620,43.8597303,1,1
6540,MK-2206,DASATINIB,SW837,72.99388724,1,1
6542,MK-2206,DASATINIB,UACC62,55.61194107,1,1
6543,MK-2206,DASATINIB,VCAP,23.30637616,1,1
6544,MK-2206,DASATINIB,ZR751,27.6223492,1,1
6554,MK-2206,DINACICLIB,NCIH2122,22.15971465,1,1
6560,MK-2206,DINACICLIB,VCAP,-20.90269332,0,0
6563,MK-2206,ERLOTINIB,A2780,36.05292457,1,1
6566,MK-2206,ERLOTINIB,CAOV3,44.91174394,1,1
6567,MK-2206,ERLOTINIB,CAOV3,44.91174394,1,1
6571,MK-2206,ERLOTINIB,HT144,20.26133122,1,1
6572,MK-2206,ERLOTINIB,HT29,57.27791197,1,1
6573,MK-2206,ERLOTINIB,HT29,57.27791197,1,1
6574,MK-2206,ERLOTINIB,KPL1,56.0780394,1,1
6575,MK-2206,ERLOTINIB,LOVO,45.37454813,1,1
6576,MK-2206,ERLOTINIB,LOVO,45.37454813,1,1
6578,MK-2206,ERLOTINIB,MSTO,66.78584124,1,1
6579,MK-2206,ERLOTINIB,NCIH1650,53.9025872,1,1
6580,MK-2206,ERLOTINIB,NCIH1650,53.9025872,1,1
6581,MK-2206,ERLOTINIB,NCIH2122,94.91098528,1,1
6582,MK-2206,ERLOTINIB,NCIH2122,94.91098528,1,1
6583,MK-2206,ERLOTINIB,NCIH23,21.53191544,1,1
6584,MK-2206,ERLOTINIB,NCIH23,21.53191544,1,1
6585,MK-2206,ERLOTINIB,NCIH460,22.95310715,1,1
6589,MK-2206,ERLOTINIB,RPMI7951,24.83858159,1,1
6590,MK-2206,ERLOTINIB,SKMES1,55.93520513,1,1
6591,MK-2206,ERLOTINIB,SKOV3,58.80524209,1,1
6593,MK-2206,ERLOTINIB,SW837,89.3189494,1,1
6595,MK-2206,ERLOTINIB,UACC62,38.33333565,1,1
6596,MK-2206,ERLOTINIB,VCAP,24.62671243,1,1
6597,MK-2206,ERLOTINIB,ZR751,51.87789229,1,1
6599,MK-2206,GELDANAMYCIN,A2780,41.57486072,1,1
6602,MK-2206,GELDANAMYCIN,CAOV3,28.82144726,1,1
6604,MK-2206,GELDANAMYCIN,HCT116,24.21573593,1,1
6605,MK-2206,GELDANAMYCIN,HT144,22.06944678,1,1
6608,MK-2206,GELDANAMYCIN,LNCAP,21.10356278,1,1
6610,MK-2206,GELDANAMYCIN,MDAMB436,20.03940125,1,1
6611,MK-2206,GELDANAMYCIN,MSTO,-23.86586022,0,0
6612,MK-2206,GELDANAMYCIN,NCIH1650,24.90280259,1,1
6615,MK-2206,GELDANAMYCIN,NCIH460,22.0536525,1,1
6616,MK-2206,GELDANAMYCIN,NCIH520,-23.0962683,0,0
6623,MK-2206,GELDANAMYCIN,UACC62,25.40389574,1,1
6625,MK-2206,MK-8669,A2058,52.15597005,1,1
6626,MK-2206,MK-8669,A2058,52.15597005,1,1
6627,MK-2206,MK-8669,A2780,38.25235608,1,1
6628,MK-2206,MK-8669,A375,48.50912033,1,1
6629,MK-2206,MK-8669,A375,48.50912033,1,1
6630,MK-2206,MK-8669,A427,41.90449763,1,1
6631,MK-2206,MK-8669,A427,41.90449763,1,1
6632,MK-2206,MK-8669,CAOV3,112.4579627,1,1
6633,MK-2206,MK-8669,CAOV3,112.4579627,1,1
6634,MK-2206,MK-8669,ES2,26.04081661,1,1
6635,MK-2206,MK-8669,ES2,26.04081661,1,1
6638,MK-2206,MK-8669,HT144,46.10446714,1,1
6639,MK-2206,MK-8669,HT29,46.07821616,1,1
6640,MK-2206,MK-8669,HT29,46.07821616,1,1
6641,MK-2206,MK-8669,KPL1,85.90195078,1,1
6643,MK-2206,MK-8669,LOVO,22.75199354,1,1
6644,MK-2206,MK-8669,LOVO,22.75199354,1,1
6645,MK-2206,MK-8669,MDAMB436,31.68517624,1,1
6646,MK-2206,MK-8669,MSTO,74.83609048,1,1
6647,MK-2206,MK-8669,NCIH1650,33.64062342,1,1
6648,MK-2206,MK-8669,NCIH1650,33.64062342,1,1
6649,MK-2206,MK-8669,NCIH2122,49.50449557,1,1
6650,MK-2206,MK-8669,NCIH2122,49.50449557,1,1
6651,MK-2206,MK-8669,NCIH23,31.54093847,1,1
6652,MK-2206,MK-8669,NCIH23,31.54093847,1,1
6653,MK-2206,MK-8669,NCIH460,29.84057095,1,1
6654,MK-2206,MK-8669,NCIH520,31.05193118,1,1
6655,MK-2206,MK-8669,OV90,79.39449774,1,1
6656,MK-2206,MK-8669,RKO,40.77521737,1,1
6657,MK-2206,MK-8669,RPMI7951,52.67032056,1,1
6658,MK-2206,MK-8669,SKMEL30,57.99074065,1,1
6659,MK-2206,MK-8669,SKMES1,50.55044864,1,1
6660,MK-2206,MK-8669,SKOV3,79.35380752,1,1
6661,MK-2206,MK-8669,SW620,22.73289888,1,1
6662,MK-2206,MK-8669,SW620,22.73289888,1,1
6664,MK-2206,MK-8669,UACC62,42.45413159,1,1
6665,MK-2206,MK-8669,VCAP,21.68451619,1,1
6666,MK-2206,MK-8669,ZR751,34.53419147,1,1
6667,MK-2206,MK-8776,A2058,20.10843092,1,1
6668,MK-2206,MK-8776,A2780,24.7553892,1,1
6669,MK-2206,MK-8776,A375,22.58707872,1,1
6670,MK-2206,MK-8776,CAOV3,51.24397386,1,1
6672,MK-2206,MK-8776,HT144,32.06715543,1,1
6673,MK-2206,MK-8776,HT29,32.56727692,1,1
6674,MK-2206,MK-8776,KPL1,36.22384688,1,1
6675,MK-2206,MK-8776,LNCAP,21.3726406,1,1
6676,MK-2206,MK-8776,LOVO,26.08727601,1,1
6678,MK-2206,MK-8776,MSTO,34.5066659,1,1
6681,MK-2206,MK-8776,NCIH520,20.65597335,1,1
6684,MK-2206,MK-8776,RPMI7951,-11.07931925,0,0
6686,MK-2206,MK-8776,SKMES1,20.35503268,1,1
6688,MK-2206,MK-8776,SW620,-11.87177244,0,0
6689,MK-2206,MK-8776,T47D,-20.37842303,0,0
6690,MK-2206,MK-8776,UACC62,31.72532947,1,1
6691,MK-2206,MK-8776,VCAP,28.09255419,1,1
6693,MK-2206,PD325901,A2058,45.15288676,1,1
6694,MK-2206,PD325901,A2780,81.99827512,1,1
6696,MK-2206,PD325901,A427,43.39414118,1,1
6697,MK-2206,PD325901,CAOV3,68.54531014,1,1
6698,MK-2206,PD325901,ES2,20.26824364,1,1
6699,MK-2206,PD325901,HCT116,38.16283319,1,1
6700,MK-2206,PD325901,HT144,21.7885274,1,1
6701,MK-2206,PD325901,HT29,40.04670144,1,1
6702,MK-2206,PD325901,KPL1,51.11354744,1,1
6704,MK-2206,PD325901,LOVO,40.30703362,1,1
6708,MK-2206,PD325901,NCIH2122,54.43648537,1,1
6709,MK-2206,PD325901,NCIH23,23.18385932,1,1
6710,MK-2206,PD325901,NCIH460,65.94852535,1,1
6712,MK-2206,PD325901,OV90,29.71348596,1,1
6713,MK-2206,PD325901,RKO,33.83286488,1,1
6714,MK-2206,PD325901,RPMI7951,36.22199551,1,1
6715,MK-2206,PD325901,SKMEL30,25.18153768,1,1
6716,MK-2206,PD325901,SKMES1,33.98259028,1,1
6717,MK-2206,PD325901,SKOV3,51.48965792,1,1
6718,MK-2206,PD325901,SW837,44.91738708,1,1
6719,MK-2206,PD325901,T47D,21.63398304,1,1
6720,MK-2206,PD325901,UACC62,33.04398437,1,1
6721,MK-2206,PD325901,VCAP,-23.95662941,0,0
6722,MK-2206,PD325901,ZR751,41.92638833,1,1
6725,MK-2206,SN-38,A375,45.8996785,1,1
6727,MK-2206,SN-38,CAOV3,42.78067507,1,1
6728,MK-2206,SN-38,ES2,27.8859788,1,1
6729,MK-2206,SN-38,HCT116,21.84103257,1,1
6730,MK-2206,SN-38,HT144,44.70688808,1,1
6732,MK-2206,SN-38,KPL1,53.37997312,1,1
6733,MK-2206,SN-38,MDAMB436,25.15511215,1,1
6734,MK-2206,SN-38,MSTO,29.72784954,1,1
6736,MK-2206,SN-38,NCIH2122,28.11154494,1,1
6738,MK-2206,SN-38,NCIH460,29.87963482,1,1
6740,MK-2206,SN-38,OV90,21.65611717,1,1
6741,MK-2206,SN-38,RKO,42.49491349,1,1
6743,MK-2206,SN-38,SKMEL30,29.42773145,1,1
6746,MK-2206,SN-38,SW837,22.67472412,1,1
6747,MK-2206,SN-38,T47D,53.95219497,1,1
6748,MK-2206,SN-38,UACC62,35.03718369,1,1
6749,MK-2206,SN-38,VCAP,25.11698704,1,1
6750,MK-2206,SN-38,ZR751,22.1170255,1,1
6753,MK-2206,SORAFENIB,A375,22.70902784,1,1
6754,MK-2206,SORAFENIB,A427,25.38496314,1,1
6757,MK-2206,SORAFENIB,HCT116,30.04669652,1,1
6768,MK-2206,SORAFENIB,RKO,27.35394716,1,1
6773,MK-2206,SORAFENIB,SW837,24.8742412,1,1
6777,MK-2206,TOPOTECAN,A375,20.77997709,1,1
6778,MK-2206,TOPOTECAN,A427,31.93715244,1,1
6781,MK-2206,TOPOTECAN,HCT116,32.57503221,1,1
6782,MK-2206,TOPOTECAN,HT144,24.22545447,1,1
6783,MK-2206,TOPOTECAN,KPL1,52.12661745,1,1
6784,MK-2206,TOPOTECAN,LNCAP,-201.1613889,0,0
6785,MK-2206,TOPOTECAN,LOVO,29.40647247,1,1
6787,MK-2206,TOPOTECAN,MSTO,23.81165745,1,1
6789,MK-2206,TOPOTECAN,NCIH2122,29.2997604,1,1
6791,MK-2206,TOPOTECAN,NCIH460,22.44459969,1,1
6792,MK-2206,TOPOTECAN,NCIH520,33.89400746,1,1
6793,MK-2206,TOPOTECAN,OV90,33.98540792,1,1
6794,MK-2206,TOPOTECAN,RKO,37.06036715,1,1
6795,MK-2206,TOPOTECAN,SKMEL30,21.88284896,1,1
6796,MK-2206,TOPOTECAN,SKMES1,24.28846558,1,1
6798,MK-2206,TOPOTECAN,SW620,22.96568118,1,1
6799,MK-2206,TOPOTECAN,SW837,33.06138247,1,1
6800,MK-2206,TOPOTECAN,T47D,21.53741412,1,1
6802,MK-2206,TOPOTECAN,VCAP,30.99670532,1,1
6803,MK-2206,TOPOTECAN,ZR751,31.52488246,1,1
6808,MK-4541,5-FU,LOVO,-16.46662416,0,0
6809,MK-4541,5-FU,MSTO,-80.26122358,0,0
6821,MK-4541,5-FU,VCAP,21.21463716,1,1
6826,MK-4541,ABT-888,HCT116,-12.57239664,0,0
6828,MK-4541,ABT-888,KPL1,21.83213382,1,1
6829,MK-4541,ABT-888,LNCAP,34.64841764,1,1
6835,MK-4541,ABT-888,NCIH460,-15.519045,0,0
6839,MK-4541,ABT-888,SKMEL30,-13.51838807,0,0
6841,MK-4541,ABT-888,T47D,-16.1532543,0,0
6842,MK-4541,ABT-888,UACC62,-18.06682227,0,0
6844,MK-4541,ABT-888,ZR751,-17.20156062,0,0
6848,MK-4541,AZD1775,KPL1,20.75766034,1,1
6849,MK-4541,AZD1775,LNCAP,-13.39307381,0,0
6855,MK-4541,AZD1775,SKOV3,22.56598876,1,1
6857,MK-4541,AZD1775,T47D,-10.92011243,0,0
6862,MK-4541,BEZ-235,A2780,33.6374407,1,1
6864,MK-4541,BEZ-235,A427,23.14197988,1,1
6869,MK-4541,BEZ-235,HT29,25.09658443,1,1
6870,MK-4541,BEZ-235,KPL1,23.58865757,1,1
6871,MK-4541,BEZ-235,LNCAP,103.2094953,1,1
6872,MK-4541,BEZ-235,LOVO,22.93872493,1,1
6873,MK-4541,BEZ-235,MDAMB436,29.08032076,1,1
6877,MK-4541,BEZ-235,NCIH460,21.93529537,1,1
6878,MK-4541,BEZ-235,NCIH520,24.34037558,1,1
6879,MK-4541,BEZ-235,OV90,22.77805067,1,1
6880,MK-4541,BEZ-235,RPMI7951,27.10043166,1,1
6881,MK-4541,BEZ-235,SKMEL30,37.68878854,1,1
6882,MK-4541,BEZ-235,SKMES1,27.27103404,1,1
6885,MK-4541,BEZ-235,T47D,137.2835902,1,1
6886,MK-4541,BEZ-235,VCAP,41.95459309,1,1
6887,MK-4541,BEZ-235,ZR751,20.42706669,1,1
6889,MK-4541,BORTEZOMIB,A375,28.44333447,1,1
6891,MK-4541,BORTEZOMIB,CAOV3,23.0692687,1,1
6894,MK-4541,BORTEZOMIB,HT144,-13.79735638,0,0
6895,MK-4541,BORTEZOMIB,HT29,-21.35681594,0,0
6896,MK-4541,BORTEZOMIB,LNCAP,24.65515667,1,1
6899,MK-4541,BORTEZOMIB,MSTO,102.9030202,1,1
6900,MK-4541,BORTEZOMIB,NCIH1650,-15.45725566,0,0
6901,MK-4541,BORTEZOMIB,NCIH2122,24.91185375,1,1
6903,MK-4541,BORTEZOMIB,NCIH520,-26.90833485,0,0
6904,MK-4541,BORTEZOMIB,OV90,-10.10813869,0,0
6906,MK-4541,BORTEZOMIB,SKMES1,-17.97968249,0,0
6909,MK-4541,BORTEZOMIB,T47D,-20.03386423,0,0
6910,MK-4541,BORTEZOMIB,UACC62,-13.40678056,0,0
6911,MK-4541,BORTEZOMIB,VCAP,20.49776802,1,1
6912,MK-4541,BORTEZOMIB,ZR751,-48.4043743,0,0
6916,MK-4541,CYCLOPHOSPHAMIDE,KPL1,21.45277617,1,1
6917,MK-4541,CYCLOPHOSPHAMIDE,LNCAP,-20.49412615,0,0
6920,MK-4541,CYCLOPHOSPHAMIDE,MSTO,22.61680591,1,1
6925,MK-4541,CYCLOPHOSPHAMIDE,RKO,20.39639378,1,1
6927,MK-4541,CYCLOPHOSPHAMIDE,SW837,-10.23827028,0,0
6929,MK-4541,CYCLOPHOSPHAMIDE,VCAP,26.57247529,1,1
6930,MK-4541,CYCLOPHOSPHAMIDE,ZR751,-23.79049404,0,0
6931,MK-4541,DASATINIB,A2058,26.32252394,1,1
6932,MK-4541,DASATINIB,A2780,52.36875011,1,1
6933,MK-4541,DASATINIB,A375,-14.13381544,0,0
6934,MK-4541,DASATINIB,A427,26.45017374,1,1
6936,MK-4541,DASATINIB,HCT116,-46.79594408,0,0
6937,MK-4541,DASATINIB,HT144,-50.26877682,0,0
6939,MK-4541,DASATINIB,LNCAP,60.51946754,1,1
6940,MK-4541,DASATINIB,LOVO,37.64561986,1,1
6941,MK-4541,DASATINIB,MSTO,113.5542337,1,1
6942,MK-4541,DASATINIB,NCIH1650,27.50097675,1,1
6943,MK-4541,DASATINIB,NCIH2122,-108.3448162,0,0
6945,MK-4541,DASATINIB,NCIH460,-14.60038501,0,0
6946,MK-4541,DASATINIB,NCIH520,28.08776945,1,1
6948,MK-4541,DASATINIB,RKO,-26.61419328,0,0
6949,MK-4541,DASATINIB,SKMEL30,-45.27256755,0,0
6950,MK-4541,DASATINIB,SW837,31.28263401,1,1
6953,MK-4541,DASATINIB,VCAP,24.3862475,1,1
6954,MK-4541,DASATINIB,ZR751,-41.64119829,0,0
6955,MK-4541,DEXAMETHASONE,A2058,-17.56799826,0,0
6958,MK-4541,DEXAMETHASONE,ES2,-23.33116342,0,0
6960,MK-4541,DEXAMETHASONE,HT144,-19.25473646,0,0
6961,MK-4541,DEXAMETHASONE,KPL1,30.02765884,1,1
6963,MK-4541,DEXAMETHASONE,LOVO,20.46092764,1,1
6965,MK-4541,DEXAMETHASONE,MSTO,-10.86263142,0,0
6969,MK-4541,DEXAMETHASONE,RPMI7951,-32.8420192,0,0
6971,MK-4541,DEXAMETHASONE,T47D,-49.52034458,0,0
6972,MK-4541,DEXAMETHASONE,VCAP,-15.87893439,0,0
6980,MK-4541,DINACICLIB,LNCAP,39.42786979,1,1
6984,MK-4541,DINACICLIB,OV90,-14.68197608,0,0
6989,MK-4541,DINACICLIB,T47D,-53.059033,0,0
6990,MK-4541,DINACICLIB,VCAP,23.77484431,1,1
6993,MK-4541,DOXORUBICIN,HCT116,21.12460081,1,1
6994,MK-4541,DOXORUBICIN,HT29,22.83295829,1,1
6996,MK-4541,DOXORUBICIN,NCIH1650,25.93623158,1,1
7006,MK-4541,DOXORUBICIN,T47D,21.66483825,1,1
7007,MK-4541,DOXORUBICIN,UACC62,-11.19333676,0,0
7008,MK-4541,DOXORUBICIN,VCAP,44.06061044,1,1
7010,MK-4541,ERLOTINIB,A2780,76.39988629,1,1
7016,MK-4541,ERLOTINIB,KPL1,26.2179557,1,1
7022,MK-4541,ERLOTINIB,NCIH23,-17.90054438,0,0
7024,MK-4541,ERLOTINIB,RKO,-20.22994781,0,0
7025,MK-4541,ERLOTINIB,RPMI7951,59.72697223,1,1
7029,MK-4541,ERLOTINIB,SW837,27.91041342,1,1
7030,MK-4541,ERLOTINIB,T47D,42.91153743,1,1
7031,MK-4541,ERLOTINIB,UACC62,22.7521193,1,1
7032,MK-4541,ERLOTINIB,VCAP,40.73762885,1,1
7033,MK-4541,ERLOTINIB,ZR751,29.39771681,1,1
7035,MK-4541,ETOPOSIDE,A375,-62.83437606,0,0
7037,MK-4541,ETOPOSIDE,CAOV3,118.3452354,1,1
7040,MK-4541,ETOPOSIDE,KPL1,29.68699565,1,1
7044,MK-4541,ETOPOSIDE,RKO,21.96021497,1,1
7045,MK-4541,ETOPOSIDE,SKMEL30,21.87010808,1,1
7048,MK-4541,ETOPOSIDE,SW837,-10.91519142,0,0
7049,MK-4541,ETOPOSIDE,T47D,21.0243065,1,1
7051,MK-4541,ETOPOSIDE,VCAP,47.61284483,1,1
7052,MK-4541,ETOPOSIDE,ZR751,20.37835122,1,1
7055,MK-4541,GELDANAMYCIN,CAOV3,-17.62116237,0,0
7060,MK-4541,GELDANAMYCIN,LNCAP,46.13193589,1,1
7064,MK-4541,GELDANAMYCIN,NCIH23,-13.18961957,0,0
7068,MK-4541,GELDANAMYCIN,RPMI7951,-11.12793657,0,0
7071,MK-4541,GELDANAMYCIN,SKOV3,-14.10888823,0,0
7076,MK-4541,GELDANAMYCIN,VCAP,32.7253206,1,1
7078,MK-4541,GEMCITABINE,A375,-23.87533102,0,0
7082,MK-4541,GEMCITABINE,LNCAP,-73.65865034,0,0
7084,MK-4541,GEMCITABINE,NCIH1650,-16.83661806,0,0
7085,MK-4541,GEMCITABINE,NCIH23,-11.52303894,0,0
7089,MK-4541,GEMCITABINE,SKMES1,-25.42066062,0,0
7092,MK-4541,GEMCITABINE,VCAP,29.71199804,1,1
7094,MK-4541,L778123,A427,22.91523839,1,1
7104,MK-4541,L778123,T47D,-25.27060432,0,0
7105,MK-4541,L778123,VCAP,26.41871432,1,1
7109,MK-4541,LAPATINIB,A427,-29.14380045,0,0
7110,MK-4541,LAPATINIB,CAOV3,31.07862605,1,1
7112,MK-4541,LAPATINIB,HT29,24.00597413,1,1
7113,MK-4541,LAPATINIB,KPL1,23.37344355,1,1
7114,MK-4541,LAPATINIB,LNCAP,28.19617215,1,1
7117,MK-4541,LAPATINIB,NCIH460,-12.86600215,0,0
7119,MK-4541,LAPATINIB,OV90,-20.31573882,0,0
7125,MK-4541,LAPATINIB,VCAP,37.23268044,1,1
7126,MK-4541,LAPATINIB,ZR751,27.13194054,1,1
7128,MK-4541,METFORMIN,A427,-10.79575491,0,0
7129,MK-4541,METFORMIN,CAOV3,-24.92982538,0,0
7132,MK-4541,METFORMIN,HT144,-21.52873817,0,0
7136,MK-4541,METFORMIN,LOVO,-19.04047143,0,0
7140,MK-4541,METFORMIN,NCIH23,-10.31186256,0,0
7141,MK-4541,METFORMIN,NCIH460,-19.44614151,0,0
7144,MK-4541,METFORMIN,RPMI7951,-23.78638601,0,0
7145,MK-4541,METFORMIN,SKMEL30,-10.31542204,0,0
7147,MK-4541,METFORMIN,SW837,-14.29219213,0,0
7148,MK-4541,METFORMIN,T47D,32.36395088,1,1
7149,MK-4541,METFORMIN,UACC62,-28.57114731,0,0
7151,MK-4541,METFORMIN,ZR751,-40.9699228,0,0
7152,MK-4541,METHOTREXATE,A2058,-20.84096181,0,0
7155,MK-4541,METHOTREXATE,A427,21.47460842,1,1
7156,MK-4541,METHOTREXATE,HCT116,-28.08825895,0,0
7159,MK-4541,METHOTREXATE,KPL1,-16.75429397,0,0
7161,MK-4541,METHOTREXATE,LOVO,-29.07732432,0,0
7163,MK-4541,METHOTREXATE,MSTO,-18.75517254,0,0
7165,MK-4541,METHOTREXATE,NCIH23,-12.52234819,0,0
7166,MK-4541,METHOTREXATE,NCIH460,-18.50643243,0,0
7167,MK-4541,METHOTREXATE,NCIH520,-13.94258454,0,0
7168,MK-4541,METHOTREXATE,RKO,-26.71086103,0,0
7172,MK-4541,METHOTREXATE,T47D,-25.47469103,0,0
7174,MK-4541,METHOTREXATE,ZR751,-27.46660601,0,0
7184,MK-4541,MITOMYCINE,NCIH1650,-12.72748923,0,0
7191,MK-4541,MITOMYCINE,SKMEL30,-14.0438474,0,0
7195,MK-4541,MITOMYCINE,T47D,-23.5248105,0,0
7196,MK-4541,MITOMYCINE,VCAP,48.40918293,1,1
7197,MK-4541,MITOMYCINE,ZR751,-30.91898109,0,0
7198,MK-4541,MK-2206,A2780,29.86354302,1,1
7199,MK-4541,MK-2206,A375,-14.12001798,0,0
7201,MK-4541,MK-2206,CAOV3,83.63078317,1,1
7204,MK-4541,MK-2206,HT29,34.32233987,1,1
7205,MK-4541,MK-2206,KPL1,38.50374435,1,1
7208,MK-4541,MK-2206,NCIH2122,22.654337,1,1
7211,MK-4541,MK-2206,SKMES1,23.00647633,1,1
7212,MK-4541,MK-2206,SKOV3,20.94654915,1,1
7216,MK-4541,MK-2206,VCAP,46.73735528,1,1
7217,MK-4541,MK-2206,ZR751,22.58316074,1,1
7219,MK-4541,MK-4827,A375,-11.71029171,0,0
7224,MK-4541,MK-4827,HT29,21.66216314,1,1
7234,MK-4541,MK-4827,UACC62,-20.27978177,0,0
7235,MK-4541,MK-4827,VCAP,49.38584587,1,1
7240,MK-4541,MK-5108,CAOV3,-12.4603851,0,0
7242,MK-4541,MK-5108,LNCAP,-20.54402628,0,0
7246,MK-4541,MK-5108,NCIH460,-11.05488659,0,0
7248,MK-4541,MK-5108,RKO,35.6515734,1,1
7249,MK-4541,MK-5108,SKMEL30,24.44966376,1,1
7253,MK-4541,MK-5108,ZR751,-11.87635436,0,0
7254,MK-4541,MK-8669,A2058,21.64169241,1,1
7255,MK-4541,MK-8669,A2780,35.58460478,1,1
7256,MK-4541,MK-8669,A375,20.6353587,1,1
7257,MK-4541,MK-8669,A427,42.73712743,1,1
7258,MK-4541,MK-8669,CAOV3,34.35302189,1,1
7260,MK-4541,MK-8669,HT144,-10.29756889,0,0
7262,MK-4541,MK-8669,KPL1,42.25740356,1,1
7263,MK-4541,MK-8669,LNCAP,44.7739012,1,1
7270,MK-4541,MK-8669,SKMEL30,30.75360453,1,1
7271,MK-4541,MK-8669,SKOV3,27.05458994,1,1
7275,MK-4541,MK-8669,ZR751,30.64852232,1,1
7277,MK-4541,MK-8776,A427,-12.92264233,0,0
7282,MK-4541,MK-8776,LNCAP,29.73083853,1,1
7284,MK-4541,MK-8776,NCIH1650,-11.42042242,0,0
7285,MK-4541,MK-8776,NCIH2122,-18.43308839,0,0
7287,MK-4541,MK-8776,NCIH520,-13.51758559,0,0
7288,MK-4541,MK-8776,RPMI7951,-14.90142879,0,0
7290,MK-4541,MK-8776,SKMES1,-12.25989055,0,0
7291,MK-4541,MK-8776,SW837,-16.89029911,0,0
7292,MK-4541,MK-8776,T47D,-47.33893948,0,0
7294,MK-4541,MK-8776,VCAP,41.15436443,1,1
7297,MK-4541,MRK-003,A427,20.75949328,1,1
7302,MK-4541,MRK-003,KPL1,-12.93098449,0,0
7305,MK-4541,MRK-003,MSTO,-27.68547122,0,0
7309,MK-4541,MRK-003,SKMEL30,23.87070524,1,1
7310,MK-4541,MRK-003,SKOV3,20.63290322,1,1
7313,MK-4541,MRK-003,T47D,21.97984344,1,1
7316,MK-4541,MRK-003,ZR751,-12.08599226,0,0
7317,MK-4541,PACLITAXEL,A2058,-11.78576068,0,0
7319,MK-4541,PACLITAXEL,A375,37.22125826,1,1
7322,MK-4541,PACLITAXEL,ES2,39.92994577,1,1
7324,MK-4541,PACLITAXEL,HT144,22.4186759,1,1
7328,MK-4541,PACLITAXEL,NCIH2122,-15.54260375,0,0
7330,MK-4541,PACLITAXEL,NCIH460,30.74831332,1,1
7335,MK-4541,PACLITAXEL,VCAP,39.85968008,1,1
7336,MK-4541,PACLITAXEL,ZR751,-11.79778565,0,0
7337,MK-4541,PD325901,A2780,22.15951253,1,1
7339,MK-4541,PD325901,CAOV3,48.73145904,1,1
