,drug1,drug2,cell,synergy,fold,SynClass
13033,MK-4541,DASATINIB,EFM192B,50.19569201,3,1
13035,MK-4541,DASATINIB,HCT116,-46.79594408,3,0
13036,MK-4541,DASATINIB,HT144,-50.26877682,3,0
13039,MK-4541,DASATINIB,LNCAP,60.51946754,3,1
13040,MK-4541,DASATINIB,LOVO,37.64561986,3,1
13042,MK-4541,DASATINIB,MSTO,113.5542337,3,1
13043,MK-4541,DASATINIB,NCIH1650,27.50097675,3,1
13044,MK-4541,DASATINIB,NCIH2122,-108.3448162,3,0
13046,MK-4541,DASATINIB,NCIH460,-14.60038501,3,0
13047,MK-4541,DASATINIB,NCIH520,28.08776945,3,1
13048,MK-4541,DASATINIB,OCUBM,34.65372253,3,1
13050,MK-4541,DASATINIB,OVCAR3,68.33643074,3,1
13052,MK-4541,DASATINIB,RKO,-26.61419328,3,0
13054,MK-4541,DASATINIB,SKMEL30,-45.27256755,3,0
13058,MK-4541,DASATINIB,SW837,31.28263401,3,1
13063,MK-4541,DASATINIB,VCAP,24.3862475,3,1
13064,MK-4541,DASATINIB,ZR751,-41.64119829,3,0
13065,MK-4541,DEXAMETHASONE,A2058,-17.56799826,2,0
13071,MK-4541,DEXAMETHASONE,DLD1,25.48104312,2,1
13072,MK-4541,DEXAMETHASONE,EFM192B,-22.67480653,2,0
13073,MK-4541,DEXAMETHASONE,ES2,-23.33116342,2,0
13075,MK-4541,DEXAMETHASONE,HT144,-19.25473646,2,0
13077,MK-4541,DEXAMETHASONE,KPL1,30.02765884,2,1
13079,MK-4541,DEXAMETHASONE,LOVO,20.46092764,2,1
13081,MK-4541,DEXAMETHASONE,MSTO,-10.86263142,2,0
13087,MK-4541,DEXAMETHASONE,OCUBM,42.54038777,2,1
13092,MK-4541,DEXAMETHASONE,RPMI7951,-32.8420192,2,0
13098,MK-4541,DEXAMETHASONE,T47D,-49.52034458,2,0
13102,MK-4541,DEXAMETHASONE,VCAP,-15.87893439,2,0
13117,MK-4541,DINACICLIB,LNCAP,39.42786979,1,1
13127,MK-4541,DINACICLIB,OV90,-14.68197608,1,0
13137,MK-4541,DINACICLIB,T47D,-53.059033,1,0
13141,MK-4541,DINACICLIB,VCAP,23.77484431,1,1
13148,MK-4541,DOXORUBICIN,COLO320DM,32.3693342,0,1
13150,MK-4541,DOXORUBICIN,EFM192B,22.68215768,0,1
13152,MK-4541,DOXORUBICIN,HCT116,21.12460081,0,1
13154,MK-4541,DOXORUBICIN,HT29,22.83295829,0,1
13160,MK-4541,DOXORUBICIN,NCIH1650,25.93623158,0,1
13168,MK-4541,DOXORUBICIN,PA1,-10.91505082,0,0
13176,MK-4541,DOXORUBICIN,T47D,21.66483825,0,1
13177,MK-4541,DOXORUBICIN,UACC62,-11.19333676,0,0
13180,MK-4541,DOXORUBICIN,VCAP,44.06061044,0,1
13183,MK-4541,ERLOTINIB,A2780,76.39988629,2,1
13187,MK-4541,ERLOTINIB,COLO320DM,48.51297418,2,1
13194,MK-4541,ERLOTINIB,KPL1,26.2179557,2,1
13201,MK-4541,ERLOTINIB,NCIH23,-17.90054438,2,0
13204,MK-4541,ERLOTINIB,OCUBM,24.44102499,2,1
13206,MK-4541,ERLOTINIB,OVCAR3,-13.36920164,2,0
13208,MK-4541,ERLOTINIB,RKO,-20.22994781,2,0
13209,MK-4541,ERLOTINIB,RPMI7951,59.72697223,2,1
13214,MK-4541,ERLOTINIB,SW837,27.91041342,2,1
13215,MK-4541,ERLOTINIB,T47D,42.91153743,2,1
13216,MK-4541,ERLOTINIB,UACC62,22.7521193,2,1
13217,MK-4541,ERLOTINIB,UWB1289,35.79889298,2,1
13218,MK-4541,ERLOTINIB,UWB1289BRCA1,24.32666351,2,1
13219,MK-4541,ERLOTINIB,VCAP,40.73762885,2,1
13220,MK-4541,ERLOTINIB,ZR751,29.39771681,2,1
13223,MK-4541,ETOPOSIDE,A375,-62.83437606,3,0
13225,MK-4541,ETOPOSIDE,CAOV3,118.3452354,3,1
13233,MK-4541,ETOPOSIDE,KPL1,29.68699565,3,1
13246,MK-4541,ETOPOSIDE,PA1,-10.76418724,3,0
13247,MK-4541,ETOPOSIDE,RKO,21.96021497,3,1
13249,MK-4541,ETOPOSIDE,SKMEL30,21.87010808,3,1
13253,MK-4541,ETOPOSIDE,SW837,-10.91519142,3,0
13254,MK-4541,ETOPOSIDE,T47D,21.0243065,3,1
13258,MK-4541,ETOPOSIDE,VCAP,47.61284483,3,1
13259,MK-4541,ETOPOSIDE,ZR751,20.37835122,3,1
13264,MK-4541,GELDANAMYCIN,CAOV3,-17.62116237,1,0
13273,MK-4541,GELDANAMYCIN,LNCAP,46.13193589,1,1
13279,MK-4541,GELDANAMYCIN,NCIH23,-13.18961957,1,0
13282,MK-4541,GELDANAMYCIN,OCUBM,34.48504355,1,1
13285,MK-4541,GELDANAMYCIN,PA1,26.67629536,1,1
13287,MK-4541,GELDANAMYCIN,RPMI7951,-11.12793657,1,0
13290,MK-4541,GELDANAMYCIN,SKOV3,-14.10888823,1,0
13296,MK-4541,GELDANAMYCIN,UWB1289BRCA1,-44.83807234,1,0
13297,MK-4541,GELDANAMYCIN,VCAP,32.7253206,1,1
13301,MK-4541,GEMCITABINE,A375,-23.87533102,4,0
13312,MK-4541,GEMCITABINE,LNCAP,-73.65865034,4,0
13316,MK-4541,GEMCITABINE,NCIH1650,-16.83661806,4,0
13318,MK-4541,GEMCITABINE,NCIH23,-11.52303894,4,0
13328,MK-4541,GEMCITABINE,SKMES1,-25.42066062,4,0
13336,MK-4541,GEMCITABINE,VCAP,29.71199804,4,1
13341,MK-4541,L778123,A427,22.91523839,0,1
13362,MK-4541,L778123,OVCAR3,-23.61631259,0,0
13371,MK-4541,L778123,T47D,-25.27060432,0,0
13375,MK-4541,L778123,VCAP,26.41871432,0,1
13380,MK-4541,LAPATINIB,A427,-29.14380045,3,0
13381,MK-4541,LAPATINIB,CAOV3,31.07862605,3,1
13388,MK-4541,LAPATINIB,HT29,24.00597413,3,1
13389,MK-4541,LAPATINIB,KPL1,23.37344355,3,1
13390,MK-4541,LAPATINIB,LNCAP,28.19617215,3,1
13397,MK-4541,LAPATINIB,NCIH460,-12.86600215,3,0
13400,MK-4541,LAPATINIB,OV90,-20.31573882,3,0
13412,MK-4541,LAPATINIB,UWB1289,26.65993951,3,1
13413,MK-4541,LAPATINIB,UWB1289BRCA1,26.39343419,3,1
13414,MK-4541,LAPATINIB,VCAP,37.23268044,3,1
13415,MK-4541,LAPATINIB,ZR751,27.13194054,3,1
13419,MK-4541,METFORMIN,A427,-10.79575491,1,0
13420,MK-4541,METFORMIN,CAOV3,-24.92982538,1,0
13423,MK-4541,METFORMIN,EFM192B,-18.21712256,1,0
13426,MK-4541,METFORMIN,HT144,-21.52873817,1,0
13430,MK-4541,METFORMIN,LOVO,-19.04047143,1,0
13435,MK-4541,METFORMIN,NCIH23,-10.31186256,1,0
13436,MK-4541,METFORMIN,NCIH460,-19.44614151,1,0
13440,MK-4541,METFORMIN,OVCAR3,-26.28728008,1,0
13443,MK-4541,METFORMIN,RPMI7951,-23.78638601,1,0
13444,MK-4541,METFORMIN,SKMEL30,-10.31542204,1,0
13448,MK-4541,METFORMIN,SW837,-14.29219213,1,0
13449,MK-4541,METFORMIN,T47D,32.36395088,1,1
13450,MK-4541,METFORMIN,UACC62,-28.57114731,1,0
13452,MK-4541,METFORMIN,UWB1289BRCA1,-17.33872807,1,0
13454,MK-4541,METFORMIN,ZR751,-40.9699228,1,0
13455,MK-4541,METHOTREXATE,A2058,-20.84096181,3,0
13458,MK-4541,METHOTREXATE,A427,21.47460842,3,1
13464,MK-4541,METHOTREXATE,HCT116,-28.08825895,3,0
13467,MK-4541,METHOTREXATE,KPL1,-16.75429397,3,0
13469,MK-4541,METHOTREXATE,LOVO,-29.07732432,3,0
13471,MK-4541,METHOTREXATE,MSTO,-18.75517254,3,0
13474,MK-4541,METHOTREXATE,NCIH23,-12.52234819,3,0
13475,MK-4541,METHOTREXATE,NCIH460,-18.50643243,3,0
13476,MK-4541,METHOTREXATE,NCIH520,-13.94258454,3,0
13479,MK-4541,METHOTREXATE,OVCAR3,-39.48900259,3,0
13480,MK-4541,METHOTREXATE,PA1,-20.12204008,3,0
13481,MK-4541,METHOTREXATE,RKO,-26.71086103,3,0
13488,MK-4541,METHOTREXATE,T47D,-25.47469103,3,0
13493,MK-4541,METHOTREXATE,ZR751,-27.46660601,3,0
13511,MK-4541,MITOMYCINE,NCIH1650,-12.72748923,3,0
13522,MK-4541,MITOMYCINE,SKMEL30,-14.0438474,3,0
13527,MK-4541,MITOMYCINE,T47D,-23.5248105,3,0
13531,MK-4541,MITOMYCINE,VCAP,48.40918293,3,1
13532,MK-4541,MITOMYCINE,ZR751,-30.91898109,3,0
13534,MK-4541,MK-2206,A2780,29.86354302,3,1
13535,MK-4541,MK-2206,A375,-14.12001798,3,0
13537,MK-4541,MK-2206,CAOV3,83.63078317,3,1
13544,MK-4541,MK-2206,HT29,34.32233987,3,1
13545,MK-4541,MK-2206,KPL1,38.50374435,3,1
13551,MK-4541,MK-2206,NCIH2122,22.654337,3,1
13562,MK-4541,MK-2206,SKMES1,23.00647633,3,1
13563,MK-4541,MK-2206,SKOV3,20.94654915,3,1
13568,MK-4541,MK-2206,UWB1289,34.30489468,3,1
13569,MK-4541,MK-2206,UWB1289BRCA1,36.01308059,3,1
13570,MK-4541,MK-2206,VCAP,46.73735528,3,1
13571,MK-4541,MK-2206,ZR751,22.58316074,3,1
13574,MK-4541,MK-4827,A375,-11.71029171,1,0
13583,MK-4541,MK-4827,HT29,21.66216314,1,1
13596,MK-4541,MK-4827,OVCAR3,37.26311752,1,1
13606,MK-4541,MK-4827,UACC62,-20.27978177,1,0
13609,MK-4541,MK-4827,VCAP,49.38584587,1,1
13615,MK-4541,MK-5108,CAOV3,-12.4603851,1,0
13624,MK-4541,MK-5108,LNCAP,-20.54402628,1,0
13631,MK-4541,MK-5108,NCIH460,-11.05488659,1,0
13635,MK-4541,MK-5108,OVCAR3,-13.59166101,1,0
13637,MK-4541,MK-5108,RKO,35.6515734,1,1
13639,MK-4541,MK-5108,SKMEL30,24.44966376,1,1
13649,MK-4541,MK-5108,ZR751,-11.87635436,1,0
13650,MK-4541,MK-8669,A2058,21.64169241,3,1
13651,MK-4541,MK-8669,A2780,35.58460478,3,1
13652,MK-4541,MK-8669,A375,20.6353587,3,1
13653,MK-4541,MK-8669,A427,42.73712743,3,1
13654,MK-4541,MK-8669,CAOV3,34.35302189,3,1
13657,MK-4541,MK-8669,EFM192B,31.27795024,3,1
13660,MK-4541,MK-8669,HT144,-10.29756889,3,0
13662,MK-4541,MK-8669,KPL1,42.25740356,3,1
13663,MK-4541,MK-8669,LNCAP,44.7739012,3,1
13672,MK-4541,MK-8669,OCUBM,28.78289827,3,1
13678,MK-4541,MK-8669,SKMEL30,30.75360453,3,1
13680,MK-4541,MK-8669,SKOV3,27.05458994,3,1
13688,MK-4541,MK-8669,ZR751,30.64852232,3,1
13692,MK-4541,MK-8776,A427,-12.92264233,4,0
13702,MK-4541,MK-8776,LNCAP,29.73083853,4,1
13706,MK-4541,MK-8776,NCIH1650,-11.42042242,4,0
13707,MK-4541,MK-8776,NCIH2122,-18.43308839,4,0
13710,MK-4541,MK-8776,NCIH520,-13.51758559,4,0
13711,MK-4541,MK-8776,OCUBM,24.98720286,4,1
13716,MK-4541,MK-8776,RPMI7951,-14.90142879,4,0
13718,MK-4541,MK-8776,SKMES1,-12.25989055,4,0
13721,MK-4541,MK-8776,SW837,-16.89029911,4,0
13722,MK-4541,MK-8776,T47D,-47.33893948,4,0
13724,MK-4541,MK-8776,UWB1289,-14.3243822,4,0
13725,MK-4541,MK-8776,UWB1289BRCA1,-11.40889996,4,0
13726,MK-4541,MK-8776,VCAP,41.15436443,4,1
13731,MK-4541,MRK-003,A427,20.75949328,2,1
13740,MK-4541,MRK-003,KPL1,-12.93098449,2,0
13744,MK-4541,MRK-003,MSTO,-27.68547122,2,0
13752,MK-4541,MRK-003,OVCAR3,22.60792159,2,1
13753,MK-4541,MRK-003,PA1,22.73688916,2,1
13756,MK-4541,MRK-003,SKMEL30,23.87070524,2,1
13758,MK-4541,MRK-003,SKOV3,20.63290322,2,1
13761,MK-4541,MRK-003,T47D,21.97984344,2,1
13766,MK-4541,MRK-003,ZR751,-12.08599226,2,0
13768,MK-4541,OXALIPLATIN,A2780,-16.8155369,2,0
13769,MK-4541,OXALIPLATIN,A375,-20.43932523,2,0
13775,MK-4541,OXALIPLATIN,ES2,-14.25233293,2,0
13777,MK-4541,OXALIPLATIN,HT144,-17.9582803,2,0
13781,MK-4541,OXALIPLATIN,LOVO,-19.74773562,2,0
13782,MK-4541,OXALIPLATIN,MDAMB436,-12.53936222,2,0
13786,MK-4541,OXALIPLATIN,NCIH23,-21.86630034,2,0
13787,MK-4541,OXALIPLATIN,NCIH460,-24.92284761,2,0
13789,MK-4541,OXALIPLATIN,OCUBM,23.20015202,2,1
13790,MK-4541,OXALIPLATIN,OV90,-24.0421876,2,0
13792,MK-4541,OXALIPLATIN,PA1,-25.37859088,2,0
13794,MK-4541,OXALIPLATIN,RPMI7951,-27.45304846,2,0
13801,MK-4541,OXALIPLATIN,UACC62,-24.36535474,2,0
13804,MK-4541,OXALIPLATIN,VCAP,25.71410243,2,1
13806,MK-4541,PACLITAXEL,A2058,-11.78576068,3,0
13808,MK-4541,PACLITAXEL,A375,37.22125826,3,1
13811,MK-4541,PACLITAXEL,COLO320DM,25.19030198,3,1
13814,MK-4541,PACLITAXEL,ES2,39.92994577,3,1
13816,MK-4541,PACLITAXEL,HT144,22.4186759,3,1
13824,MK-4541,PACLITAXEL,NCIH2122,-15.54260375,3,0
13826,MK-4541,PACLITAXEL,NCIH460,30.74831332,3,1
13841,MK-4541,PACLITAXEL,UWB1289,-15.68483261,3,0
13843,MK-4541,PACLITAXEL,VCAP,39.85968008,3,1
13844,MK-4541,PACLITAXEL,ZR751,-11.79778565,3,0
13846,MK-4541,PD325901,A2780,22.15951253,0,1
13849,MK-4541,PD325901,CAOV3,48.73145904,0,1
13857,MK-4541,PD325901,KPL1,23.47518442,0,1
13858,MK-4541,PD325901,LNCAP,49.12093858,0,1
13861,MK-4541,PD325901,MSTO,-18.22695392,0,0
13864,MK-4541,PD325901,NCIH23,-15.30336986,0,0
13867,MK-4541,PD325901,OCUBM,31.62224419,0,1
13868,MK-4541,PD325901,OV90,-10.32708744,0,0
13869,MK-4541,PD325901,OVCAR3,29.13589991,0,1
13870,MK-4541,PD325901,PA1,31.90313553,0,1
13872,MK-4541,PD325901,RPMI7951,-14.48418103,0,0
13878,MK-4541,PD325901,T47D,29.47471593,0,1
13880,MK-4541,PD325901,UWB1289,21.44039331,0,1
13881,MK-4541,PD325901,UWB1289BRCA1,-21.4780286,0,0
13882,MK-4541,PD325901,VCAP,28.38913282,0,1
13888,MK-4541,SN-38,CAOV3,-13.30267374,1,0
13889,MK-4541,SN-38,COLO320DM,-10.35150146,1,0
13898,MK-4541,SN-38,LOVO,-22.55975815,1,0
13900,MK-4541,SN-38,MSTO,20.2800693,1,1
13901,MK-4541,SN-38,NCIH1650,-14.41569713,1,0
13916,MK-4541,SN-38,SW837,-19.45240073,1,0
13917,MK-4541,SN-38,T47D,-14.14591222,1,0
13921,MK-4541,SN-38,VCAP,28.41869668,1,1
13947,MK-4541,SORAFENIB,OVCAR3,-23.70782935,0,0
13953,MK-4541,SORAFENIB,SKOV3,22.30814886,0,1
13961,MK-4541,SORAFENIB,ZR751,-28.64290107,0,0
13994,MK-4541,SUNITINIB,SW837,-17.64643235,4,0
13995,MK-4541,SUNITINIB,T47D,40.42639192,4,1
13997,MK-4541,SUNITINIB,UWB1289,38.55098932,4,1
14005,MK-4541,TEMOZOLOMIDE,CAOV3,-76.24592241,0,0
14007,MK-4541,TEMOZOLOMIDE,DLD1,-11.7547722,0,0
14008,MK-4541,TEMOZOLOMIDE,EFM192B,-29.40136524,0,0
14010,MK-4541,TEMOZOLOMIDE,HCT116,-13.0870727,0,0
14011,MK-4541,TEMOZOLOMIDE,HT144,-38.14640254,0,0
14013,MK-4541,TEMOZOLOMIDE,KPL1,-12.13544383,0,0
14015,MK-4541,TEMOZOLOMIDE,LOVO,-25.83721348,0,0
14017,MK-4541,TEMOZOLOMIDE,MSTO,-52.30395806,0,0
14018,MK-4541,TEMOZOLOMIDE,NCIH1650,-31.78925685,0,0
14020,MK-4541,TEMOZOLOMIDE,NCIH23,-15.42192659,0,0
14021,MK-4541,TEMOZOLOMIDE,NCIH460,-11.95171647,0,0
14023,MK-4541,TEMOZOLOMIDE,OCUBM,-30.05125596,0,0
14024,MK-4541,TEMOZOLOMIDE,OV90,-11.80664104,0,0
14025,MK-4541,TEMOZOLOMIDE,OVCAR3,-39.92452914,0,0
14031,MK-4541,TEMOZOLOMIDE,SKOV3,-18.15850524,0,0
14033,MK-4541,TEMOZOLOMIDE,SW837,-28.68353523,0,0
14034,MK-4541,TEMOZOLOMIDE,T47D,-106.2566397,0,0
14036,MK-4541,TEMOZOLOMIDE,UWB1289,-17.724308,0,0
14039,MK-4541,TEMOZOLOMIDE,ZR751,-102.1366254,0,0
14052,MK-4541,TOPOTECAN,KPL1,20.53731061,3,1
14053,MK-4541,TOPOTECAN,LNCAP,-141.5350423,3,0
14060,MK-4541,TOPOTECAN,NCIH460,-10.32833641,3,0
14076,MK-4541,TOPOTECAN,UWB1289BRCA1,24.72077362,3,1
14077,MK-4541,TOPOTECAN,VCAP,54.93715218,3,1
14079,MK-4541,VINBLASTINE,A2058,33.85344713,1,1
14080,MK-4541,VINBLASTINE,A2780,-15.67595423,1,0
14081,MK-4541,VINBLASTINE,A375,-18.74375604,1,0
14082,MK-4541,VINBLASTINE,A427,-35.00450486,1,0
14083,MK-4541,VINBLASTINE,CAOV3,-61.97072364,1,0
14088,MK-4541,VINBLASTINE,HCT116,-26.4678392,1,0
14091,MK-4541,VINBLASTINE,KPL1,41.91425433,1,1
14094,MK-4541,VINBLASTINE,MDAMB436,-24.58798415,1,0
14095,MK-4541,VINBLASTINE,MSTO,-34.85469642,1,0
14096,MK-4541,VINBLASTINE,NCIH1650,-16.65592701,1,0
14097,MK-4541,VINBLASTINE,NCIH2122,-14.73960046,1,0
14098,MK-4541,VINBLASTINE,NCIH23,-36.76465236,1,0
14099,MK-4541,VINBLASTINE,NCIH460,-11.0591356,1,0
14100,MK-4541,VINBLASTINE,NCIH520,-21.04863761,1,0
14101,MK-4541,VINBLASTINE,OCUBM,23.38073901,1,1
14102,MK-4541,VINBLASTINE,OV90,-20.6522219,1,0
14103,MK-4541,VINBLASTINE,OVCAR3,-29.93947615,1,0
14104,MK-4541,VINBLASTINE,PA1,-15.32442673,1,0
14106,MK-4541,VINBLASTINE,RPMI7951,-18.49715303,1,0
14108,MK-4541,VINBLASTINE,SKMES1,-10.54323827,1,0
14112,MK-4541,VINBLASTINE,T47D,-34.7084705,1,0
14113,MK-4541,VINBLASTINE,UACC62,-13.06306657,1,0
14114,MK-4541,VINBLASTINE,UWB1289,-12.41285437,1,0
14117,MK-4541,VINBLASTINE,ZR751,-31.69281871,1,0
14118,MK-4541,VINORELBINE,A2058,-18.8844755,4,0
14119,MK-4541,VINORELBINE,A2780,-11.09076282,4,0
14121,MK-4541,VINORELBINE,A427,-30.87460459,4,0
14122,MK-4541,VINORELBINE,CAOV3,-49.62158208,4,0
14125,MK-4541,VINORELBINE,EFM192B,-13.2703892,4,0
14127,MK-4541,VINORELBINE,HCT116,-22.02198169,4,0
14128,MK-4541,VINORELBINE,HT144,-14.05754324,4,0
14129,MK-4541,VINORELBINE,HT29,-18.37192803,4,0
14134,MK-4541,VINORELBINE,MSTO,-31.26805768,4,0
14136,MK-4541,VINORELBINE,NCIH2122,-19.48779066,4,0
14137,MK-4541,VINORELBINE,NCIH23,-10.07199231,4,0
14141,MK-4541,VINORELBINE,OV90,23.6914835,4,1
14142,MK-4541,VINORELBINE,OVCAR3,-34.51792151,4,0
14143,MK-4541,VINORELBINE,PA1,-16.69382983,4,0
14144,MK-4541,VINORELBINE,RKO,-11.04263592,4,0
14145,MK-4541,VINORELBINE,RPMI7951,-15.3226363,4,0
14150,MK-4541,VINORELBINE,SW837,-15.26961977,4,0
14152,MK-4541,VINORELBINE,UACC62,-16.30389212,4,0
14154,MK-4541,VINORELBINE,UWB1289BRCA1,-12.86138348,4,0
14156,MK-4541,VINORELBINE,ZR751,-29.20033682,4,0
14160,MK-4541,ZOLINZA,A427,-16.52897251,1,0
14161,MK-4541,ZOLINZA,CAOV3,31.67795731,1,1
14162,MK-4541,ZOLINZA,COLO320DM,-87.10151706,1,0
14164,MK-4541,ZOLINZA,EFM192B,34.2437533,1,1
14168,MK-4541,ZOLINZA,HT29,21.73942206,1,1
14170,MK-4541,ZOLINZA,LNCAP,-49.74103375,1,0
14173,MK-4541,ZOLINZA,MSTO,-92.62813758,1,0
14175,MK-4541,ZOLINZA,NCIH2122,22.52459614,1,1
14179,MK-4541,ZOLINZA,OCUBM,-12.25059565,1,0
14181,MK-4541,ZOLINZA,OVCAR3,36.56315737,1,1
14182,MK-4541,ZOLINZA,PA1,21.52740837,1,1
14183,MK-4541,ZOLINZA,RKO,21.8718258,1,1
14187,MK-4541,ZOLINZA,SKOV3,29.71242973,1,1
14189,MK-4541,ZOLINZA,SW837,23.4437746,1,1
14190,MK-4541,ZOLINZA,T47D,28.38441741,1,1
14194,MK-4541,ZOLINZA,VCAP,38.09223417,1,1
14195,MK-4541,ZOLINZA,ZR751,-27.19938225,1,0
14196,MK-4827,ABT-888,A2058,-21.70958503,4,0
14197,MK-4827,ABT-888,A2780,-15.06682657,4,0
14198,MK-4827,ABT-888,A375,-20.25680346,4,0
14200,MK-4827,ABT-888,CAOV3,-44.05137957,4,0
14203,MK-4827,ABT-888,EFM192B,-10.42305878,4,0
14206,MK-4827,ABT-888,HT144,-27.39012608,4,0
14209,MK-4827,ABT-888,LNCAP,-50.21620144,4,0
14210,MK-4827,ABT-888,LOVO,-10.49160317,4,0
14212,MK-4827,ABT-888,MSTO,-10.98094925,4,0
14213,MK-4827,ABT-888,NCIH1650,-15.65087664,4,0
14216,MK-4827,ABT-888,NCIH460,-13.33376737,4,0
14228,MK-4827,ABT-888,SW837,-60.44111464,4,0
14230,MK-4827,ABT-888,UACC62,-14.40390946,4,0
14234,MK-4827,ABT-888,ZR751,-18.81288319,4,0
14237,MK-4827,BEZ-235,A375,45.06314429,0,1
14245,MK-4827,BEZ-235,HT144,22.51423297,0,1
14248,MK-4827,BEZ-235,LNCAP,67.3045457,0,1
14250,MK-4827,BEZ-235,MDAMB436,22.99900699,0,1
14255,MK-4827,BEZ-235,NCIH460,31.66413676,0,1
14263,MK-4827,BEZ-235,SKMEL30,25.03969819,0,1
14268,MK-4827,BEZ-235,T47D,110.1087282,0,1
14271,MK-4827,BEZ-235,UWB1289BRCA1,22.85358731,0,1
14272,MK-4827,BEZ-235,VCAP,21.14351696,0,1
14275,MK-4827,BORTEZOMIB,A2780,-10.3967464,1,0
14276,MK-4827,BORTEZOMIB,A375,-22.39011546,1,0
14278,MK-4827,BORTEZOMIB,CAOV3,-21.75172342,1,0
14279,MK-4827,BORTEZOMIB,COLO320DM,-15.15826099,1,0
14282,MK-4827,BORTEZOMIB,ES2,-19.95916294,1,0
14284,MK-4827,BORTEZOMIB,HT144,-153.9406707,1,0
14285,MK-4827,BORTEZOMIB,HT29,-17.70952785,1,0
14287,MK-4827,BORTEZOMIB,LNCAP,-151.2309129,1,0
14290,MK-4827,BORTEZOMIB,MSTO,36.17946125,1,1
14291,MK-4827,BORTEZOMIB,NCIH1650,-20.68081601,1,0
14292,MK-4827,BORTEZOMIB,NCIH2122,21.45523131,1,1
14295,MK-4827,BORTEZOMIB,NCIH520,-32.43348826,1,0
14299,MK-4827,BORTEZOMIB,PA1,-13.10386888,1,0
14301,MK-4827,BORTEZOMIB,RPMI7951,-12.09441404,1,0
14303,MK-4827,BORTEZOMIB,SKMES1,-13.01422677,1,0
14306,MK-4827,BORTEZOMIB,SW837,-154.4375722,1,0
14307,MK-4827,BORTEZOMIB,T47D,-11.2295534,1,0
14314,MK-4827,DASATINIB,A2780,65.13695999,2,1
14315,MK-4827,DASATINIB,A375,31.83880147,2,1
14316,MK-4827,DASATINIB,A427,20.33774842,2,1
14320,MK-4827,DASATINIB,EFM192B,33.78313972,2,1
14323,MK-4827,DASATINIB,HT144,-38.13791476,2,0
14324,MK-4827,DASATINIB,HT29,26.43307598,2,1
14326,MK-4827,DASATINIB,LNCAP,23.45734726,2,1
14327,MK-4827,DASATINIB,LOVO,34.29853174,2,1
14328,MK-4827,DASATINIB,MDAMB436,28.89680491,2,1
14329,MK-4827,DASATINIB,MSTO,90.80406156,2,1
14330,MK-4827,DASATINIB,NCIH1650,30.81865626,2,1
14331,MK-4827,DASATINIB,NCIH2122,-48.85307597,2,0
14334,MK-4827,DASATINIB,NCIH520,55.17163732,2,1
14337,MK-4827,DASATINIB,OVCAR3,77.7320836,2,1
14338,MK-4827,DASATINIB,PA1,26.55782836,2,1
14339,MK-4827,DASATINIB,RKO,23.7353556,2,1
14341,MK-4827,DASATINIB,SKMEL30,-23.27005194,2,0
14344,MK-4827,DASATINIB,SW620,37.05633783,2,1
14346,MK-4827,DASATINIB,T47D,-15.38395731,2,0
14350,MK-4827,DASATINIB,VCAP,29.84276493,2,1
14351,MK-4827,DASATINIB,ZR751,27.37080776,2,1
14354,MK-4827,DINACICLIB,A375,-12.75710589,0,0
14357,MK-4827,DINACICLIB,COLO320DM,-15.08825334,0,0
14359,MK-4827,DINACICLIB,EFM192B,-13.26642816,0,0
14360,MK-4827,DINACICLIB,ES2,-18.76921564,0,0
14366,MK-4827,DINACICLIB,LOVO,-12.53597676,0,0
14371,MK-4827,DINACICLIB,NCIH23,-12.95214228,0,0
14373,MK-4827,DINACICLIB,NCIH520,-11.57183416,0,0
14375,MK-4827,DINACICLIB,OV90,-19.65876003,0,0
14384,MK-4827,DINACICLIB,SW837,-18.83432402,0,0
14385,MK-4827,DINACICLIB,T47D,-28.79779446,0,0
14403,MK-4827,ERLOTINIB,KPL1,23.50045577,4,1
14404,MK-4827,ERLOTINIB,LNCAP,-15.22697238,4,0
14407,MK-4827,ERLOTINIB,MSTO,33.17163046,4,1
14409,MK-4827,ERLOTINIB,NCIH2122,20.40126925,4,1
14413,MK-4827,ERLOTINIB,OCUBM,36.37939891,4,1
14414,MK-4827,ERLOTINIB,OV90,-10.55693101,4,0
14415,MK-4827,ERLOTINIB,OVCAR3,20.99783021,4,1
14423,MK-4827,ERLOTINIB,SW837,25.48342696,4,1
14427,MK-4827,ERLOTINIB,UWB1289BRCA1,22.83359428,4,1
14429,MK-4827,ERLOTINIB,ZR751,26.61921541,4,1
14430,MK-4827,GELDANAMYCIN,A2058,33.02572565,3,1
14432,MK-4827,GELDANAMYCIN,A375,-23.72864256,3,0
14434,MK-4827,GELDANAMYCIN,CAOV3,-11.24477168,3,0
14440,MK-4827,GELDANAMYCIN,HT144,-192.3795413,3,0
14443,MK-4827,GELDANAMYCIN,LNCAP,-146.8610115,3,0
14444,MK-4827,GELDANAMYCIN,LOVO,-17.26781172,3,0
14449,MK-4827,GELDANAMYCIN,NCIH23,-14.19073386,3,0
14452,MK-4827,GELDANAMYCIN,OCUBM,24.52754237,3,1
14454,MK-4827,GELDANAMYCIN,OVCAR3,57.85094584,3,1
14462,MK-4827,GELDANAMYCIN,SW837,-159.2956556,3,0
14463,MK-4827,GELDANAMYCIN,T47D,-21.71288315,3,0
14464,MK-4827,GELDANAMYCIN,UACC62,-15.75738636,3,0
